"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Sicista caucasica","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.39789527279837
"Sicista betulina","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.19722457733622
"Sicista armenica","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.0188950418118
"Sicista kluchorica","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.10413415427021
"Sicista kazbegica","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.00552585872967
"Eozapus setchuanus","Dipodidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.51393065164939
"Napaeozapus insignis","Dipodidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.14845336057165
"Zapus hudsonius","Dipodidae",20,0,0,0,0,0,10,0,70,0,1,0,0,2.89701630061483
"Zapus princeps","Dipodidae",20,0,0,0,0,0,10,0,70,0,1,0,0,3.40119738166216
"Zapus trinotatus","Dipodidae",20,0,0,0,0,0,10,0,70,0,1,0,0,3.3499040872746
"Monticolomys koopmani","Nesomyidae",10,0,0,0,0,0,20,0,50,20,1,0,0,3.25809653802148
"Nesomys lambertoni","Nesomyidae",0,0,0,0,0,0,50,0,50,0,0,1,1,5.04985600724954
"Nesomys rufus","Nesomyidae",0,0,0,0,0,0,50,0,50,0,0,1,1,5.09681299033731
"Nesomys audeberti","Nesomyidae",0,0,0,0,0,0,50,0,50,0,0,1,1,5.36363683266868
"Voalavo gymnocaudus","Nesomyidae",20,0,0,0,0,0,30,0,40,10,1,0,0,3.94893335944824
"Eliurus antsingy","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.36564315542336
"Eliurus petteri","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.33073334028633
"Eliurus penicillatus","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.61512051684126
"Eliurus myoxinus","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.26267987704132
"Eliurus minor","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,3.65065824129374
"Eliurus webbi","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.33073334028633
"Eliurus majori","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.61512051684126
"Eliurus tanala","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.51085950651685
"Eliurus grandidieri","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.36564315542336
"Eliurus ellermani","Nesomyidae",0,0,0,0,0,0,40,0,60,0,1,0,0,4.61512051684126
"Gymnuromys roberti","Nesomyidae",20,0,0,0,0,0,30,0,40,10,1,0,0,4.59005654817804
"Hypogeomys antimena","Nesomyidae",0,0,0,0,0,0,100,0,0,0,1,0,0,7.13169851046691
"Macrotarsomys bastardi","Nesomyidae",0,0,0,0,0,0,40,0,20,40,1,0,0,3.25809653802148
"Macrotarsomys ingens","Nesomyidae",0,0,0,0,0,0,40,0,20,40,1,0,0,4.02535169073515
"Brachytarsomys albicauda","Nesomyidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.30330490805908
"Brachytarsomys villosa","Nesomyidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.39816270151775
"Brachyuromys betsileoensis","Nesomyidae",10,0,0,0,0,0,30,0,50,10,1,1,1,4.53796143629464
"Brachyuromys ramirohitra","Nesomyidae",10,0,0,0,0,0,30,0,50,10,1,1,1,4.51085950651685
"Beamys hindei","Nesomyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.34120464015363
"Beamys major","Nesomyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.34120464015363
"Cricetomys kivuensis","Nesomyidae",40,0,0,0,0,0,30,0,20,10,1,0,0,7.15961067202633
"Cricetomys ansorgei","Nesomyidae",40,0,0,0,0,0,30,0,20,10,1,0,0,7.15961067202633
"Cricetomys emini","Nesomyidae",40,0,0,0,0,0,30,0,20,10,1,0,0,7.17088079208788
"Cricetomys gambianus","Nesomyidae",40,0,0,0,0,0,30,0,20,10,1,0,0,7.14834574390007
"Saccostomus campestris","Nesomyidae",10,0,0,0,0,0,20,0,70,0,1,0,0,3.95565704244821
"Saccostomus mearnsi","Nesomyidae",10,0,0,0,0,0,20,0,70,0,1,0,0,3.83945231259331
"Dendromus nyikae","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.77258872223978
"Dendromus kahuziensis","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.484906649788
"Dendromus oreas","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.6217658325052
"Dendromus nyasae","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.68920711330073
"Dendromus mystacalis","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.16561923792089
"Dendromus messorius","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.6253929674212
"Dendromus mesomelas","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.49485698064117
"Dendromus melanotis","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.30856716467159
"Dendromus leucostomus","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.46725171454928
"Dendromus vernayi","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.6217658325052
"Dendromus insignis","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.48906465993666
"Dendromus lovati","Nesomyidae",20,10,20,0,10,0,20,0,20,0,1,0,0,2.56494935746154
"Dendroprionomys rousseloti","Nesomyidae",20,0,0,0,0,0,30,0,40,10,1,0,0,4.22215126670976
"Megadendromus nikolausi","Nesomyidae",20,0,0,0,0,0,30,0,40,10,1,0,0,3.97029191355212
"Arvicola amphibius","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,1,1,4.79579054559674
"Arvicola scherman","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,1,1,5.09669065869608
"Arvicola sapidus","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,1,1,5.39816270151775
"Blanfordimys afghanus","Cricetidae",20,0,0,0,0,0,10,0,40,30,0,1,1,4.06027058188835
"Blanfordimys bucharensis","Cricetidae",20,0,0,0,0,0,10,0,40,30,0,1,1,4.06182137051654
"Dicrostonyx hudsonius","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.06044301054642
"Dicrostonyx nelsoni","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.1247120988385
"Dicrostonyx nunatakensis","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.12422693670397
"Dicrostonyx richardsoni","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.02535169073515
"Dicrostonyx torquatus","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.45434729625351
"Dicrostonyx unalascensis","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.12455040427917
"Dicrostonyx vinogradovi","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.12357968749044
"Dicrostonyx groenlandicus","Cricetidae",0,0,0,0,0,0,20,0,0,80,1,0,0,4.01457959375324
"Lemmus amurensis","Cricetidae",0,0,0,0,0,0,10,0,0,90,1,1,1,3.77986210182581
"Lemmus lemmus","Cricetidae",0,0,0,0,0,0,10,0,0,90,1,1,1,3.88156379794344
"Lemmus portenkoi","Cricetidae",0,0,0,0,0,0,10,0,0,90,1,1,1,4.03883185229184
"Lemmus trimucronatus","Cricetidae",0,0,0,0,0,0,10,0,0,90,1,1,1,4.26014144668376
"Lemmus sibiricus","Cricetidae",0,0,0,0,0,0,10,0,0,90,1,1,1,3.97537332092891
"Phenacomys ungava","Cricetidae",0,0,0,0,0,0,20,0,20,60,1,1,0,3.51154543883102
"Phenacomys intermedius","Cricetidae",0,0,0,0,0,0,20,0,20,60,1,1,0,3.26575941076705
"Proedromys bedfordi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,4.04059210622285
"Volemys musseri","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,3.77276093809464
"Volemys millicens","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,3.91242292544947
"Habromys simulatus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Habromys chinanteco","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Habromys lepturus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.45434729625351
"Habromys lophurus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Habromys ixtlani","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.89772122071729
"Habromys delicatulus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.89772122071729
"Hodomys alleni","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,5.90971204523572
"Isthmomys flavidus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,5.45822288405766
"Isthmomys pirrensis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.93447393313069
"Megadontomys cryophilus","Cricetidae",0,0,0,0,0,0,80,0,0,20,1,0,0,4.35105183037445
"Megadontomys thomasi","Cricetidae",0,0,0,0,0,0,80,0,0,20,1,0,0,4.71849887129509
"Megadontomys nelsoni","Cricetidae",0,0,0,0,0,0,80,0,0,20,1,0,0,4.35092288962255
"Neotomodon alstoni","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Osgoodomys banderanus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.93182563272433
"Peromyscus stephani","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.50164585295896
"Peromyscus gossypinus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.4141136069287
"Peromyscus gratus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.34462703017376
"Peromyscus zarhynchus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus yucatanicus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.30688670219091
"Peromyscus winkelmanni","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.00277736869661
"Peromyscus fraterculus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus stirtoni","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.40784192438082
"Peromyscus dickeyi","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.38777436133001
"Peromyscus spicilegus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.61091791264422
"Peromyscus slevini","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52252966682968
"Peromyscus truei","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.34462703017376
"Peromyscus eva","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.13549421592915
"Peromyscus simulus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus difficilis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.36729582998647
"Peromyscus grandis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.27666611901606
"Peromyscus crinitus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,2.94338579318178
"Peromyscus caniceps","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.53105536892037
"Peromyscus californicus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.79616311933361
"Peromyscus bullatus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus boylii","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.10682632105958
"Peromyscus beatae","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus aztecus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus attwateri","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.36384159511839
"Peromyscus eremicus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.2047769004887
"Peromyscus keeni","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.37587957367787
"Peromyscus mekisturus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.11087386417331
"Peromyscus megalops","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.2076732475291
"Peromyscus mayensis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.49650756146648
"Peromyscus maniculatus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.10368941505908
"Peromyscus sejugis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.11351530921037
"Peromyscus melanocarpus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,4.0943445622221
"Peromyscus furvus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus madrensis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.50254987592244
"Peromyscus interparietalis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.36729582998647
"Peromyscus hylocetes","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus hooperi","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.61091791264422
"Peromyscus gymnotis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus guatemalensis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus guardia","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.5004392163118
"Peromyscus levipes","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.17805383034795
"Peromyscus pseudocrinitus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52724248851281
"Peromyscus leucopus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.09874002362822
"Peromyscus sagax","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus melanophrys","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus polius","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus polionotus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,2.63547950826737
"Peromyscus perfulvus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus pembertoni","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.52636052461616
"Peromyscus pectoralis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.68887945411394
"Peromyscus ochraventer","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus nasutus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.36729582998647
"Peromyscus mexicanus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.51452606696916
"Peromyscus merriami","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus melanurus","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.71357206670431
"Peromyscus melanotis","Cricetidae",50,0,0,0,0,10,20,0,20,0,1,0,0,3.70376806660769
"Xenomys nelsoni","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.87519732320115
"Kunsia tomentosus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.75874927391639
"Kunsia fronto","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,5.12989871492307
"Lenoxus apicalis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.00003388275086
"Lundomys molitor","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,5.47851166232582
"Megalomys desmarestii","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Megalomys luciae","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Megaoryzomys curioi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Melanomys zunigae","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.9982007016692
"Melanomys caliginosus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.73766961828337
"Melanomys robustulus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.9982007016692
"Microakodontomys transitorius","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Abrawayaomys ruschii","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.15888308335967
"Aepeomys lugens","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.63758615972639
"Aepeomys reigi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.63758615972639
"Amphinectomys savamis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Andalgalomys pearsoni","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.27336401015227
"Andalgalomys roigi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.39819287264186
"Andalgalomys olrogi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.5234150143864
"Anotomys leander","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.21064501791826
"Blarinomys breviceps","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.63230910262554
"Chibchanomys trichotis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.93182563272433
"Chibchanomys orcesi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.93182563272433
"Chilomys instans","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.99573227355399
"Delomys collinus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.3686880702347
"Delomys dorsalis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.22683374526818
"Delomys sublineatus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.51085950651685
"Deltamys kempi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,3.31054301339402
"Galenomys garleppi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.09933210373314
"Graomys centralis","Cricetidae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.19388819255836
"Graomys edithae","Cricetidae",0,0,0,0,0,0,30,0,30,40,1,0,0,3.72328088083127
"Graomys griseoflavus","Cricetidae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.22683374526818
"Graomys domorum","Cricetidae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.63472898822964
"Handleyomys fuscatus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,3.92197333628131
"Handleyomys intectus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.11903717481247
"Irenomys tarsalis","Cricetidae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.78759292704997
"Juliomys pictipes","Cricetidae",0,0,0,0,0,0,40,0,0,60,1,0,0,3.17387845893747
"Juliomys rimofrons","Cricetidae",0,0,0,0,0,0,40,0,0,60,1,0,0,3.03495298670727
"Microryzomys altissimus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.67414864942653
"Microryzomys minutus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.67414864942653
"Neacomys paracou","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.90744735868642
"Neacomys musseri","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.90744735868642
"Neacomys dubosti","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.90744735868642
"Neacomys guianae","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,2.72129542785223
"Neacomys pictus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,2.91777073208428
"Neacomys spinosus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,2.99573227355399
"Neacomys tenuipes","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,2.99573227355399
"Neacomys minutus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,2.90744735868642
"Neotomys ebriosus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,4.18205014264121
"Nesoryzomys darwini","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.02998380306171
"Nesoryzomys fernandinae","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.51154543883102
"Nesoryzomys indefessus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.02998380306171
"Nesoryzomys swarthi","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.5533504372583
"Noronhomys vespuccii","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88588434781845
"Oecomys catherinae","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.22551901277291
"Oecomys rutilus","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys rex","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys phaeotis","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys paricola","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys mamorae","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.15103990589865
"Oecomys flavicans","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys speciosus","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys cleberi","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys roberti","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys bicolor","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,3.55534806148941
"Oecomys auyantepui","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.22551901277291
"Oecomys concolor","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.13596623691292
"Oecomys trinitatis","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oecomys superans","Cricetidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.30945594183905
"Oligoryzomys vegetus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.77258872223978
"Oligoryzomys flavescens","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.10458667846607
"Oligoryzomys fulvescens","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.25809653802148
"Oligoryzomys griseolus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.26575941076705
"Oligoryzomys longicaudatus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.3322045101752
"Oligoryzomys magellanicus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.26575941076705
"Oligoryzomys microtis","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.15700042115011
"Oligoryzomys fornesi","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.21727454350123
"Oligoryzomys stramineus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.21727454350123
"Oligoryzomys arenalis","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.26575941076705
"Oligoryzomys eliurus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.43398720448515
"Oligoryzomys destructor","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.26575941076705
"Oligoryzomys delticola","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.41444260841218
"Oligoryzomys chacoensis","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.17805383034795
"Oligoryzomys brendae","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.21727454350123
"Oligoryzomys victus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.21727454350123
"Oligoryzomys nigripes","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.06805293513362
"Oligoryzomys andinus","Cricetidae",30,0,0,0,0,0,30,0,40,0,1,0,0,3.26575941076705
"Oryzomys subflavus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.93182563272433
"Oryzomys talamancae","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.02535169073515
"Oryzomys tatei","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys xanthaeolus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.39185319549162
"Oryzomys perenensis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys seuanezi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys yunganus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys chapmani","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.93182563272433
"Oryzomys hammondi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys gorgasi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys galapagoensis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.16682025054415
"Oryzomys emmonsae","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys dimidiatus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.85014760171006
"Oryzomys devius","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys rhabdops","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.02320653438876
"Oryzomys couesi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.25277179881662
"Oryzomys laticeps","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.91422058897163
"Oryzomys caracolus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys bolivaris","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys balneator","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys auriventer","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys angouya","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.79719451824343
"Oryzomys alfaroi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.53514535417189
"Oryzomys albigularis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys curasoae","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys melanotis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.93182563272433
